"Dormir em um mar de estrelas - Acompanha marcador de páginas especial e mapa da Liga dos Mundos","Edição Português | por Christopher Paolini e Ryta Vinagre | 30 abr 2021",3,9/5,5,69.9,0
"Manias, pânicos e crises: Uma história das catástrofes econômicas mundiais","Edição Português | por Charles P. Kindleberger | 19 dez 2012",4,6/5,71,69.9,3.39
"Crônica da casa assassinada","Edição Português | por Lúcio Cardoso, Guilherme Xavier, e outros. | 20 abr 2021",4,5/5,59,67.92,0
"Os Novos Mutantes - Entre a Luz e a Escuridão","Edição Português | por Chris Claremont | 9 jun 2017",4,6/5,162,67.2,5.0
"Piramide Invertida, A - Edicao Especial","Edição Português | por Jonathan Wilson | 7 dez 2020",5,0/5,12,66.17,0
"Alt Hero - A Teia do mal Vol. 1","Edição Português | por Chuck Dixon e Helix Haze | 9 mar 2021",5,0/5,5,65.52,0
"O Menino do Dinheiro em Cordel","Edição Português | por Reinaldo Domingos | 1 jan 2014",5,0/5,None,55.71,11.25
"Linguagem do espírito: Uma introdução à música clássica","Edição Português | por Jan Swafford, Paulo Geiger, e outros. | 19 fev 2021",5,0/5,None,64.51,0
"Vamos Falar Português! 1. Ensino de Português do Brasil Como Língua Herança (+ Audio CD)","Edição Português | por Susanna Florissi e Anna Claudia Ramos | 22 jul 2014",5,0/5,4,64.0,9.72
"Monster Kanzenban - Volume 5","Edição Português | por Naoki Urasawa | 21 ago 2020",4,8/5,102,63.92,0
"Astros e previsões: Como uma bússola, os movimentos do céu nos orientam na jornada pessoal","Edição Português | por Claudia Lisboa | 22 abr 2021",5,0/5,6,62.3,0
"Roberto Carlos: Por isso essa voz tamanha","Edição Português | por Jotabê Medeiros, Elohim Barros, e outros. | 19 abr 2021",4,1/5,15,61.86,4.2
"Woolly Mammoth Activity Workbook ages 4-8","Edição Inglês | por Beth Costanzo | 5 abr 2021",None,None,61.75,3.48
"Inteligência Financeira Para Médicos: um Manual Para Você Sair da Emergência e Conquistar sua Independência","por Daniel Coriolano | 27 jan 2021",4,8/5,None,60.0,3.75
"O reacionário","Edição Português | por Nelson Rodrigues | 4 abr 2021",4,7/5,None,59.9,0
"Box Trilogia O Senhor dos Anéis","por J.R.R. Tolkien e Ronald Kyrmse | 25 nov 2019",4,9/5,None,58.41,None
"The Boys Volume 11: No Topo da Colina com as Espadas de mil Homens","Edição Português | por Garth Ennis, Russ Braun, e outros. | 15 nov 2020",4,7/5,None,47.0,0
"Tao Te Ching: O Livro Do Caminho E Da Virtude, Ed. Comentada","Edição Português | por Lao Tse | 26 abr 2011",4,8/5,36,58.24,0
"Sakura Wars Trig Vol.02","Edição Português | por ouji Hiroi, ikku Masa, e outros. | 17 dez 2020",4,8/5,20,40.5,0
"Deadly Class Volume 3: Ninho de Cobras","por Rick Remender e Wes Craig | 9 abr 2021",4,3/5,5,43.9,0
"Por Deus ou Pelo Acaso","Edição Português | por Becky Cloonan e Alexandre Callari | 15 mai 2020",4,4/5,None,37.5,0
"Tantos Dias. Memórias De Uma Luta Pela Vida","Edição Português | por Marco Antonio Uchoa | 1 jan 2010",4,7/5,None,41.76,0
"Em Torno de Giorgio Agamben. Sobre a Política que não Se Vê","Edição Português | por Daniel Arruda Nascimento | 31 dez 1969",None,None,57.0,4.35
"Os Movimentos do Coração","Edição Português | por Elisabeth R. Vallee | 1 jan 2007",5,0/5,None,56.9,4.05
"Estrada Para Lugar Nenhum: Viva e Morra por Aqui... (Volume 1)","Edição Português | por M. Robinson, Débora Isidoro, e outros. | 30 out 2020",4,1/5,14,46.08,13.4
"Anatomia Humana Básica – 4ª edição: para estudantes da área de saúde","por Cristiane Regina Ruiz | 3 mai 2021",None,None,None,None
"Box Duna: Primeira Trilogia","por Frank Herbert, Maria do Carmo Zanini, e outros. | 24 mar 2021",4,8/5,None,56.61,None
"O castelo animado","Edição Português | por Diana Wynne Jones | 12 fev 2007",4,9/5,None,56.1,0
"Oficina de escritores: Um manual para arte e ficção","Edição Português | por Stephen Koch e Marcelo Dias Almada | 1 jan 2008",4,8/5,120,55.92,0
"Umbrella Academy Volume 2: Dallas","Edição Português | por Gerard Way, Gabriel Bá, e outros. | 4 dez 2020",4,9/5,None,46.9,0
"A Queda Do Morcego - Parte 3 - Coleção Lendas Do Batman","Edição Português | por Eaglemoss | 7 abr 2020",4,7/5,5,41.9,0
"Os complexos familiares: Na formação do indivíduo","Edição Português | por Jacques Lacan | 1 fev 1987",4,5/5,18,54.52,3.51
"Leopardo Negro, Lobo Vermelho","Edição Português | por Marlon James e André Czarnobai | 29 jan 2021",4,6/5,None,53.9,0
"Mensageiros do amanhecer: Ensinamentos das Plêiades","Edição Português | por Barbara Marcianik | 31 dez 2007",4,7/5,None,54.0,3.84
"Dc Graphic Novels Ed. 124 - Superman & Supergirl: Turbilhão ","Edição Português | por Eaglemoss | 27 out 2020",4,9/5,10,53.9,0
"A Festa Ao Ar Livre E Outras Histórias - Biblioteca Áurea - Exclusivo Amazon","Edição Português | por Katherine Mansfield | 30 dez 2020",5,0/5,4,53.82,0
"Coleção Carl Barks Volume 7 - Pato Donald. Natal em Patópolis","Edição Português | por Carl Barks e Vic Lockman | 20 dez 2020",5,0/5,43,52.8,0
"Digital Branding: Estratégias, táticas e ferramentas para impulsionar o seu negócio na era digital","Edição Português | por Daniel Rowles e Afonso Celso da Cunha Serra | 2 dez 2019",4,7/5,None,52.75,0
"A república de Platão: 19","Edição Português | por J. Guinsburg | 1 jan 2014",4,6/5,None,53.84,0
"Batman Noir Corte Das Corujas","Edição Português | por Scott Snyder | 13 dez 2019",4,8/5,145,50.9,0
"Star Tranko","Edição Português | por Bruno Enna, Andrea Freccero, e outros. | 5 ago 2020",4,5/5,24,50.9,0
"O Mancha das Trevas Volume 1: Projeto Darkenblot - Capa Dura","Edição Português | por Vários Autores | 8 mar 2020",4,4/5,None,50.9,0
"Incorruptível volume 2: A trilha da redenção","por Mark Waid, Marcio Takara, e outros. | 11 fev 2021",4,5/5,46,50.4,None
"Incorruptível volume 3: Ligações perigosas","por Mark Waid, Marcio Takara, e outros. | 11 fev 2021",4,4/5,16,50.4,None
"O Príncipe e a Costureira","Edição Português | por Jen Wang e Vic Vieira | 30 set 2020",4,8/5,None,50.3,0
"DC Graphic Novels. Batman. O Longo Dia das Bruxas. Parte 1","Edição Português | por Eaglemoss | 8 dez 2015",4,9/5,None,50.0,0
"Donald Duplo Vol. 1","Edição Português | por Fausto Vitaliano, Marco Bosco, e outros. | 30 out 2020",4,9/5,11,49.9,0
"Donald E Peninha: Dominadores De Ameaças Inumanas","Edição Português | por Lars Jensen e Flemming Andersen | 27 ago 2020",4,3/5,18,49.9,0
"O Talentoso Ripley: Série Ripley - Livro 1","Edição Português | por Patricia Highsmith e José Francisco Botelho | 30 abr 2021",4,6/5,None,49.9,0
"Incorruptível Volume 1: Justiça A Qualquer Preço - Exclusivo Amazon","Edição Português | por Mark Waid, Jean Diaz, e outros. | 10 jun 2019",4,4/5,None,49.8,0
"11 Dias","Edição Português | por Sage, Aleta Vidal, e outros. | 8 mar 2021",None,None,41.4,0
"De H.p. Lovecraft A Cor Que Caiu Do Espaço","Edição Português | por Romeu Martins, Val Oliveira, e outros. | 6 out 2020",4,1/5,11,41.0,0
"Black Monday Murders vol 1","por Jonathan Hickman, Tomm Coker, e outros. | 12 nov 2019",4,7/5,None,48.08,None
"O luto no século 21: Uma compreensão abrangente do fenômeno","por Maria Helena Pereira Franco e Colin Murray Parkes | 5 abr 2021",4,7/5,4,48.0,0
"Conversas Com Husserl – Não Exatamente Contra, Mas A Partir De...","Edição Português | por Ronaldo Manzi | 1 jan 2021",None,None,48.0,8.56
"Dom Casmurro - Edição Exclusiva Amazon","Edição Português | por Machado De Assis e Paula Siebra | 16 nov 2020",4,9/5,None,61.98,0
"Pais e filhos","Edição Português | por Ivan Turguêniev e Rubens Figueiredo | 15 jul 2019",4,8/5,None,47.92,0
"Sete mentiras","Edição Português | por Elizabeth Kay e Regiane Winarski | 23 abr 2021",3,5/5,16,47.92,0
"Duna: 1","Edição Português | por Frank Herbert e Maria do Carmo Zanini | 29 abr 2017",4,8/5,None,42.1,0
"Box Trilogia Sprawl","por William Gibson | 19 jul 2018",4,7/5,766,47.61,None
"Histórias Da Baía Vol. 1","Edição Português | por Marco Bosco Alberto Savini, Augusto Macchetto e Stefano Turconi Alessio Coppola, Marco Palazzi, Silvio Camboni | 28 jun 2020",4,6/5,21,47.5,0
"Guerras Lácteas","Edição Português | por Steve Orlando, Gerard Way, e outros. | 17 nov 2020",4,3/5,13,46.1,0
"Para Falar e Escrever Melhor o Português","Edição Português | por Adriano Da Gama Kury, ADRIANO DA GAMA, e outros. | 19 jan 2021",4,6/5,199,46.02,0
"As pequenas virtudes do lar","Edição Português | por Georges Chevrot | 12 mar 2019",5,0/5,None,45.99,0
"Como Sair da Depressão. Prevenção, Tratamento e Cura","Edição Português | por Neil Nedley | 1 jan 2013",None,None,48.19,0
"The Boys Vol 12 Metendo o pé na porta","por Garth Ennis, Russ Braun, e outros. | 11 dez 2020",4,5/5,None,45.5,None
"The Boys Vol 6 A Sociedade da Autopreservação","por Garth Ennis, John McCrea, e outros. | 4 dez 2020",4,7/5,None,45.5,None
"The Boys Vol7 Os Inocentes","por Garth Ennis, Darick Robertson, e outros. | 19 set 2018",4,7/5,98,45.5,None
"Incorruptível volume 4: A última linha de defesa","por Mark Waid, Marcio Takara, e outros. | 26 fev 2021",4,1/5,None,45.5,None
"Frankenstein - Série HUB Young Adult ELI Readers. Stage 4B2 (+ Audio CD & Booklet)","Edição Português | por Mary Shelley | 11 nov 2010",4,6/5,None,45.0,5.0
"Atos humanos","Edição Português | por Han Kang, Ji Yun Kim, e outros. | 7 mai 2021",5,0/5,2,44.92,0
"Umbrella Academy Hotel Oblivion","por Gerard Way, Gabriel Bá, e outros. | 11 dez 2020",4,8/5,None,44.64,None
"Hellboy edição histórica - volume 09","Edição Português | por Mike Mignola, Gianni Gary, e outros. | 20 nov 2018",4,7/5,98,44.6,0
"Freud (1917-1920) "o homem dos lobos" e outros textos","Edição Português | por Sigmund Freud e Paulo César de Souza | 19 mar 2010",4,9/5,None,44.19,0
"Homem-Aranha: Miles Morales","Edição Português | por Jason Reynolds | 18 set 2020",4,8/5,None,44.0,0
"IMAGO: trilogia Xenogênese vol. 3","Edição Português | por Octavia E. Butler e Heci Regina Candiani | 7 mai 2021",5,0/5,2,43.92,0
"A consolação da filosofia","Edição Português | por Boécio | 1 jan 2012",4,8/5,79,43.92,0
"A palavra que resta","Edição Português | por Stênio Gardel e Alceu Chiesorin Nunes | 19 abr 2021",4,4/5,None,43.91,0
"Die Vol. 01: Fantasia Desoladora","Edição Português | por Kieron Gillen e Stephanie Hans | 31 out 2020",4,1/5,34,43.9,0
"O Livro Branco perdido (Vol. 2 As Maldições Ancestrais)","por Cassandra Clare e Wesley Chu | 19 abr 2021",4,8/5,233,43.9,0
"Lazarus - Volume 3 - Exclusivo Amazon","Edição Português | por Greg Rucka, Michael Lark, e outros. | 30 mai 2019",4,7/5,92,43.0,0
"First Words Flashcards: Ideal for home learning","Edição Inglês | por Collins Easy Learning | 24 fev 2017",4,7/5,None,43.0,9.36
"Regeneração - Uma Nova Era","Edição Português | por Autor Osmar Barbosa e Ditado Por Jonas | 1 mai 2021",4,7/5,None,42.9,3.78
"As Brumas de Avalon (Ciclo de Avalon Livro 1)","por Marion Zimmer Bradley e Marina Della Valle | 23 out 2017",4,8/5,None,42.63,None
"Formação e desconstrução: uma visita ao Museu da Ideologia Francesa","Edição Português | por Paulo Eduardo Arantes e Giovanni Zanotti | 24 fev 2021",4,8/5,9,42.5,0
"Cavaleiros do Zodíaco - Saint Seiya Kanzenban - Vol. 13","Edição Português | por Masami Kurumada | 24 fev 2019",4,9/5,238,42.44,0
"Atos De Maldade","Edição Português | por Cullen Bunn, Danna Schartz, e outros. | 28 out 2020",3,5/5,13,42.4,0
"Aos Pés De Jesus - O Evangelho Segundo Maria Madalena","Edição Português | por Doug Batchelor | 1 jan 2006",None,None,42.2,0
"Lar mundo afora: Um guia prático para quem está de mudança para um novo país","por Roberta D'Angelo Mellis e Carolina Porto | 19 mar 2021",4,6/5,10,42.0,3.68
"The Boys Vol 10 Pau pra toda obra","por Garth Ennis, Darick Robertson, e outros. | 4 dez 2020",4,8/5,None,42.0,None
"Lumberjanes vol 3 Um Plano Terrível","por Grace Ellis, Shannon Watters, e outros. | 16 nov 2018",4,9/5,23,42.0,None
"Viagem Mortal: New York to Dallas","por J. D. Robb e Renato Motta | 19 abr 2021",4,7/5,105,41.9,0
"Sul da fronteira, oeste do sol","Edição Português | por Haruki Murakami, Rita Kohl, e outros. | 28 abr 2021",4,3/5,44,41.9,0
"Box - Sherlock Holmes E Os Irregulares De Baker Street (3 Livros + Caderneta + Marcador De Página + Pôster)","Edição Português | por Arthur Conan Doyle, Monique Dorazio, e outros. | 19 abr 2021",4,2/5,15,41.72,0
"Assassin's Creed: Valhalla: Canção da Glória","por Cavan Scott e Martín Túnica | 31 mar 2021",3,9/5,None,41.62,None
"Manual da Boa Escrita","Edição Português | por Maria Tereza de Queiroz Piacentini | 23 set 2017",4,5/5,None,41.31,0
"Cherry: Inocência Perdida","Edição Português | por Nico Walker e Diego Gerlach | 5 mar 2021",4,7/5,18,41.1,0
"A Grande Odalisca (volume Exclusivo Amazon)","Edição Português | por Bastien Vivès, Florent Ruppert, e outros. | 28 out 2019",4,7/5,263,40.9,0
"Outlander: a viajante do tempo - Livro 1","Edição Português | por Diana Gabaldon | 14 jan 2018",4,9/5,None,47.5,0
"The Ghost in the Shell Human Error Processer - Vol.1.5","Edição Português | por Shirow Masamune | 27 jan 2020",4,7/5,138,40.8,0
"Rex Mundi vol. 6 Portão de Deus","por Arvid Nelson, Juan Ferreyra, e outros. | 15 out 2018",4,5/5,13,40.59,None
